row-number,field,issue-type,value
1,entry-date,default,2021-02-01
2,entry-date,default,2021-02-01
3,entry-date,default,2021-02-01
4,entry-date,default,2021-02-01
5,entry-date,default,2021-02-01
6,entry-date,default,2021-02-01
7,entry-date,default,2021-02-01
8,entry-date,default,2021-02-01
9,entry-date,default,2021-02-01
10,entry-date,default,2021-02-01
11,entry-date,default,2021-02-01
12,entry-date,default,2021-02-01
13,entry-date,default,2021-02-01
14,entry-date,default,2021-02-01
15,entry-date,default,2021-02-01
16,entry-date,default,2021-02-01
17,entry-date,default,2021-02-01
18,entry-date,default,2021-02-01
19,entry-date,default,2021-02-01
20,entry-date,default,2021-02-01
21,entry-date,default,2021-02-01
22,entry-date,default,2021-02-01
23,entry-date,default,2021-02-01
24,entry-date,default,2021-02-01
25,entry-date,default,2021-02-01
26,entry-date,default,2021-02-01
27,entry-date,default,2021-02-01
28,entry-date,default,2021-02-01
29,entry-date,default,2021-02-01
30,entry-date,default,2021-02-01
31,entry-date,default,2021-02-01
32,entry-date,default,2021-02-01
33,entry-date,default,2021-02-01
34,entry-date,default,2021-02-01
35,entry-date,default,2021-02-01
36,entry-date,default,2021-02-01
37,entry-date,default,2021-02-01
38,entry-date,default,2021-02-01
39,entry-date,default,2021-02-01
40,entry-date,default,2021-02-01
